KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
BulletCasinigsBox500,Half filled Box of Bullet Casinigs,,,,,,,,,,半盒弹壳,,,,,,
BulletCasingsBox1000,Full Box of Bullet Casings,,,,,,,,,,满盒弹壳,,,,,,
bkiBulletCasingBox,"A Box of Bullet Casings can be upackaged by 'Salvaging' it with a tool or placing it in a Deconstructor. While Packaged, they take up less Volume in cargo holds.",,,,,,,,,,一盒弹壳可以通过使用工具'回收'或放入分解器来拆包。包装后，它们在货舱中占用的体积更小。,,,,,,
ISIToken,Salvage Token,,,,,,,,,,回收代币,,,,,,
bkiISIToken,These tokens are given by Interspace Salvage Industries to individuals in return for their services. They can be used to purchase very special items from certain I.S.I. vendors across the galaxy. (Partially Implemented more to come!),,,,,,,,,,这些代币由星际回收工业发放给个人以换取其服务。可用于在银河系中某些I.S.I.供应商处购买非常特殊的物品。（部分实现，更多即将推出！）,,,,,,
Boomnoculars,Miketanic's Boomnoculars,,,,,,,,,,米克塔尼克的爆炸望远镜,,,,,,
bkiBoomnoculars,RMB to Zoom. LMB to Boom.,,,,,,,,,,右键缩放。左键爆炸。,,,,,,
FurnaceCV,Refurbished Furnace,,,,,,,,,,翻新熔炉,,,,,,
bkiFurnaceCV,This Furnace was reconfigured by Interspace Salvage Industries to function on a Capital Vessel in order to allow their Scrappers to melt down salvaged and mined materials while on the move.,,,,,,,,,,这个熔炉由星际回收工业改装，可在主力舰上运行，以便其回收者在移动中熔化回收和开采的材料。,,,,,,
ReforgedCobaltIngot,Reforged Cobalt Ingot,,,,,,,,,,重铸钴锭,,,,,,
ReforgedSiliconIngot,Reforged Silicon Ingot,,,,,,,,,,重铸硅锭,,,,,,
ReforgedCopperIngot,Reforged Copper Ingot,,,,,,,,,,再生铜锭,,,,,,
CobaltScrap,Cobalt Scrap,,,,,,,,,,钴废料,,,,,,
CopperScrap,Copper Scrap,,,,,,,,,,铜废料,,,,,,
bkiCobaltScrap,Can be melted in a Furnace into a Reforged Cobalt Ingot,,,,,,,,,,可在熔炉中熔炼成再生钴锭,,,,,,
bkiCopperScrap,Can be melted in a Furnace into a Reforged Copper Ingot,,,,,,,,,,可在熔炉中熔炼成再生铜锭,,,,,,
ArmorZephyr,Zephyr Armor,,,,,,,,,,疾风护甲,,,,,,
bkiArmorZephyr,This Suit of Light Armor boosts the wearer's speed and jump height to super human speeds.,,,,,,,,,,这套轻甲将穿戴者的速度和跳跃高度提升到超人级别。,,,,,,
ArmorJuggernaut,Juggernaut Armor,,,,,,,,,,重装护甲,,,,,,
bkiArmorJuggernaut,"This Very Heavy armor provides the best protection of any armor, but seriously slows you down. ",,,,,,,,,,这套超重型护甲提供所有护甲中最好的保护，但会严重降低你的速度。,,,,,,
WarpDriveDead,Malfunctioning Warp Drive,,,,,,,,,,故障的翘曲引擎,,,,,,
bkiWarpDriveDead,This Warp Drive has been in disrepair so long that it's begun leaking. It doesn't work very well anymore.,,,,,,,,,,这个翘曲引擎已经年久失修，开始泄漏。它已经不太能工作了。,,,,,,
ScrapGenerator,Portable Scrap Generator (HV/SV),,,,,,,,,,便携式废弃发电机（地面载具/小型飞船）,,,,,,
bkiScrapGenerator,"This portable generator doubles as a fuel tank, allowing you to power up even the most heavily looted Junk Vessels.",,,,,,,,,,这个便携式发电机兼作燃料箱，可以为你最残破的废弃飞船提供动力。,,,,,,
ScrapCockpit,Scrap Cockpit (HV/SV),,,,,,,,,,废弃驾驶舱（地面载具/小型飞船）,,,,,,
bkiScrapCockpit,A makeshift cockpit that can be picked up and replaced with ease (no Salvage Tool required).,,,,,,,,,,一个临时的驾驶舱，可以轻松拾取和更换（无需回收工具）。,,,,,,
bkiCoreClaim,An easily removable Core intended for use in Salvaging operations. Pickup with [c][44ff00]'F' or 'SHIFT + F'[-][/c],,,,,,,,,,一个易于移除的核心，用于打捞操作。使用[c][44ff00]'F' 或 'SHIFT + F'[-][/c]拾取。,,,,,,
bkiCoreClaim2,An easily removable core that also acts as a weak generator. Pickup with [c][44ff00]'F' or 'SHIFT + F'[-][/c],,,,,,,,,,一个易于移除的核心，同时也充当弱发电机。使用[c][44ff00]'F' 或 'SHIFT + F'[-][/c]拾取。,,,,,,
ClaimCore,Claim Core T1,,,,,,,,,,认领核心 T1,,,,,,
ClaimCore2,Claim Core T2 (SV/HV),,,,,,,,,,认领核心 T2（小型飞船/地面载具）,,,,,,
ClaimCore3,Claim Core T3 (BA/CV),,,,,,,,,,认领核心 T3（基地/主力舰）,,,,,,
CoreNoFac,Harvest Core,,,,,,,,,,收割核心,,,,,,
bkiCoreNoFac,"[c][ff4040]*INTENDED FOR MULTIPLAYER USE ONLY*[-][/c] Sets faction of base to 'No Faction' which allows you to still modify the base (Add and remove blocks), and to damage the base blocks (to allow harvesting of crops on a server in PvE), but it disables the Control Panel. (Players in Single Player can damage their own structures by default).",,,,,,,,,,[c][ff4040]*仅供多人游戏使用*[-][/c] 将基地的派系设为'无派系'，这样你仍然可以修改基地（添加和移除方块），并可以破坏基地方块（以允许在PvE服务器上收割作物），但会禁用控制面板。（单人游戏中玩家默认可以破坏自己的建筑）。,,,,,,
IronResource,Trash Pile,,,,,,,,,,垃圾堆,,,,,,
SiliconResource,Space Trash,,,,,,,,,,太空垃圾,,,,,,
CPUExtenderCVT2Broken,Corrupted CPU Extender T2,,,,,,,,,,损坏的CPU扩展器 T2,,,,,,
CPUExtenderCVT3Broken,Corrupted CPU Extender T3,,,,,,,,,,损坏的CPU扩展器 T3,,,,,,
CPUExtenderCVT4Broken,Corrupted CPU Extender T4,,,,,,,,,,损坏的CPU扩展器 T4,,,,,,
Core,Core (T1),,,,,,,,,,核心（T1）,,,,,,
CoreT2,Powered Core (T2),,,,,,,,,,动力核心（T2）,,,,,,
CoreT3,Enhanced Core (T3),,,,,,,,,,增强核心（T3）,,,,,,
CoreNoCPU,Advanced Core (T4),,,,,,,,,,高级核心（T4）,,,,,,
bkiCoreT2,This starship core acts as a Power Generator.,,,,,,,,,,这个星舰核心作为一个发电机。,,,,,,
bkiCoreT3,This starship core acts as a Power Generator and increases the Capital Vessel's available CPU.,,,,,,,,,,这个星舰核心作为一个发电机，并增加主力舰可用的CPU。,,,,,,
bkiCoreNoCPU,This starship  core acts as a Very Powerful Generator and greatly increases the Capital Vessel's available CPU.,,,,,,,,,,这个星舰核心作为一个非常强大的发电机，并大幅增加主力舰可用的CPU。,,,,,,
CoreT2b,Reinforced Core (T2),,,,,,,,,,强化核心（T2）,,,,,,
CoreT3b,Fortification  Core (T3),,,,,,,,,,防御核心（T3）,,,,,,
CoreT4b,Bastion Core (T4),,,,,,,,,,堡垒核心（T4）,,,,,,
bkiCoreT2b,A Tough starship Core reinforced with Hardened Steel.,,,,,,,,,,一个坚韧的星舰核心，用硬化钢强化。,,,,,,
bkiCoreT3b,"A Defensive  starship Core, reinforced with Sathium that also increases Shield Capacity.",,,,,,,,,,一个防御性的星舰核心，用钑强化，同时也增加护盾容量。,,,,,,
bkiCoreT4b,"A Highly Defensive starship core, Reinforced with Sathium, that heavily increases Shield Capacity.",,,,,,,,,,一个高防御性的星舰核心，用钑强化，大幅增加护盾容量。,,,,,,
CoreAlien,Alien Core (T5),,,,,,,,,,外星核心（T5）,,,,,,
bkiCoreAlien,,,,,,,,,,,,,,,,,
OpticalFiberAlien,Quantum Fiberoptics,,,,,,,,,,量子光纤,,,,,,
MechanicalComponentsAlien,Alien Machinery,,,,,,,,,,外星机械装置,,,,,,
CapacitorComponentAlien,Dielectric Capacitor,,,,,,,,,,介电电容器,,,,,,
ComputerAlien,Alien Computer,,,,,,,,,,外星计算机,,,,,,
EnergyMatrixAlien,Power Lattice,,,,,,,,,,能量晶格,,,,,,
ElectronicsAlien,Alien Electronics,,,,,,,,,,外星电子设备,,,,,,
FluxCoilAlien,Quantum-flux Regulator,,,,,,,,,,量子通量调节器,,,,,,
MotorAlien,Mysterious Alien Device,,,,,,,,,,神秘外星装置,,,,,,
NanotubesAlien,Alien Tubules,,,,,,,,,,外星导管,,,,,,
PowerCoilAlien,Quantum Power Regulator,,,,,,,,,,量子功率调节器,,,,,,
OscillatorAlien,Temporal Regulator,,,,,,,,,,时间调节器,,,,,,
SSSentryGunBlocksT2,Minigun Sentry Blocks (Alien),,,,,,,,,,机枪哨兵方块（外星）,,,,,,
SSSentryGun01T2,Minigun Sentry 1 (Alien),,,,,,,,,,机枪哨兵1（外星）,,,,,,
SSSentryGun02T2,Minigun Sentry 2 (Alien),,,,,,,,,,机枪哨兵2（外星）,,,,,,
SSSentryGun01RetractT2,Minigun Sentry 1 - Alien (retractable),,,,,,,,,,机枪哨兵1 - 外星（可伸缩）,,,,,,
SSSentryGun02RetractT2,Minigun Sentry 2 - Alien (retractable),,,,,,,,,,机枪哨兵2 - 外星（可伸缩）,,,,,,
SSSentryGunBlocksT3,Laser Sentry Blocks (Alien),,,,,,,,,,激光哨兵方块（外星）,,,,,,
SSSentryGun01T3,Laser Sentry 1 (Alien),,,,,,,,,,激光哨兵1（外星）,,,,,,
SSSentryGun02T3,Laser Sentry 2 (Alien),,,,,,,,,,激光哨兵2（外星）,,,,,,
SSSentryGun01RetractT3,Laser Sentry 1 - Alien (retractable),,,,,,,,,,激光哨兵1 - 外星（可伸缩）,,,,,,
SSSentryGun02RetractT3,Laser Sentry 2 - Alien (retractable),,,,,,,,,,激光哨兵2 - 外星（可伸缩）,,,,,,
SSSentryGunBlocksT4,Plasma Sentry Blocks (Alien),,,,,,,,,,等离子哨兵方块（外星）,,,,,,
SSSentryGun01T4,Plasma Sentry 1 (Alien),,,,,,,,,,等离子哨兵1（外星）,,,,,,
SSSentryGun02T4,Plasma Sentry 2 (Alien),,,,,,,,,,等离子哨兵2（外星）,,,,,,
SSSentryGun01RetractT4,Plasma Sentry 1 - Alien (retractable),,,,,,,,,,等离子哨兵1 - 外星（可伸缩）,,,,,,
SSSentryGun02RetractT4,Plasma Sentry 2 - Alien (retractable),,,,,,,,,,等离子哨兵2 - 外星（可伸缩）,,,,,,
CoreNPC,NPC Core (T1),,,,,,,,,,NPC核心（T1）,,,,,,
CoreNPCT2,NPC Core (T2),,,,,,,,,,NPC核心（T2）,,,,,,
CoreNPCT3,NPC Core (T3),,,,,,,,,,NPC核心（T3）,,,,,,
CoreNPCT4,NPC Core (T4),,,,,,,,,,NPC核心（T4）,,,,,,
CoreNPCAdmin,"NPC Core (Admin, T1)",,,,,,,,,,NPC核心（管理员，T1）,,,,,,
CoreNPCAdminT2,"NPC Core (Admin, T2)",,,,,,,,,,NPC核心（管理员，T2）,,,,,,
CoreNPCAdminT3,"NPC Core (Admin, T3)",,,,,,,,,,NPC核心（管理员，T3）,,,,,,
CoreNPCAdminT4,"NPC Core (Admin, T4)",,,,,,,,,,NPC核心（管理员，T4）,,,,,,
BrokenZiraxTurret,Sabotaged Zirax Turret,,,,,,,,,,被破坏的兹瑞克斯炮塔,,,,,,
bkiBrokenZiraxTurret,The Zirax Empire rig their turrets to break down if not retrieved correctly. Sabotaged Zirax Turrets are sought after by specialty traders and people interested in researching zirax technology.,,,,,,,,,,兹瑞克斯帝国会对他们的炮塔进行改装，如果未正确回收就会自行解体。被破坏的兹瑞克斯炮塔受到专业商人以及研究兹瑞克斯技术的人追捧。,,,,,,
GatlingGun,Converted Gatling Gun,,,,,,,,,,改装加特林机枪,,,,,,
bkiGatlingGun,"This Gatling Gun has been converted from a weapon designed for a Small Vessel into a hand-held version. The recoil is heavy, but so is the damage.",,,,,,,,,,这门加特林机枪原本是为小型飞船设计的武器，被改装成了手持版本。后坐力很大，但伤害也很高。,,,,,,
FridgeController,Cold Storage Repository,,,,,,,,,,冷藏仓库,,,,,,
bkiFridgeController,A Repositoryused for storing large amounts of food. When powered stops food from perishing.,,,,,,,,,,一个用于储存大量食物的仓库。通电时能防止食物腐坏。,,,,,,
TurretUltimateAlien,Mysterious Alien Energy Turret,,,,,,,,,,神秘外星能量炮塔,,,,,,
TurretUltimateAlienPlayer,Salvaged Alien Energy Turret,,,,,,,,,,回收的外星能量炮塔,,,,,,
bkiTurretUltimateAlien,This Energy Turret was retrieved from a Mysterious Alien vessel.,,,,,,,,,,这门能量炮塔是从一艘神秘外星飞船上回收的。,,,,,,
ULTAlienAmmo,Mysterious Alien Energy Charge,,,,,,,,,,神秘外星能量弹,,,,,,
bkiULTAlienAmmo,This Energy Charge is used to power the Energy Turrets of a Mysterious Alien race.,,,,,,,,,,这种能量弹用于为神秘外星种族的能量炮塔供能。,,,,,,
PlasmaCannonAlien,Parasitic Plasma Blaster,,,,,,,,,,寄生等离子冲击枪,,,,,,
bkiPlasmaCannonAlien,"This weapon's origin is unknown. It's said that once atached to a wielder, it uses the wielder's own energy to power its attack.",,,,,,,,,,这把武器的来源未知。据说一旦附着于使用者，它会利用使用者自身的能量来驱动攻击。,,,,,,
AssaultRifleAlien,Parasitic Assault Rifle,,,,,,,,,,寄生突击步枪,,,,,,
ShotgunAlien,Parasitic Shotgun,,,,,,,,,,寄生霰弹枪,,,,,,
SniperAlien,Parasitic Photon Rifle,,,,,,,,,,寄生光子步枪,,,,,,
PulseRifleAlien,Parasitic Phase Rifle,,,,,,,,,,寄生相位步枪,,,,,,
MinigunAlien,Parasitic Gamma Blaster,,,,,,,,,,寄生伽马冲击枪,,,,,,
PhaseRifleCharge,Phase Pulse,,,,,,,,,,相位脉冲,,,,,,
EmptySpace,Empty Space,,,,,,,,,,真空,,,,,,
UnclaimedSpace,Unclaimed Space,,,,,,,,,,未占领空间,,,,,,
FakePentaxid,Pentaxid (refined),Pentaxid (veredelt),Pentaxid raffiné,Pentaxid (Raffinato),Pentaxid (refinado),,Pentaxid (refinado),Pentaxid (rafinowany),Пентаксид (очищенный),ペンタキシド(精製済),翘曲水晶（精炼）,磞（精煉）,,,Πενταξείδιο (καθαρό),,Pentaxid (tinh chế)
SS_CombatAugment01,Combat Augment I,,,,,,,,,,战斗增强 I,,,,,,
bkiComAug01,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +10%\nStamina: +10%,,,,,,,,,,Shift RMB以应用增强。\n永久提升你的身体，直到死亡或应用另一个增强。\n\n生命值：+10%\n耐力：+10%,,,,,,
SS_CombatAugment02,Combat Augment II,,,,,,,,,,战斗强化II,,,,,,
bkiComAug02,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +20%\nStamina: +20%\nHealth Regeneration: 5 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n生命：+20%\n耐力：+20%\n生命再生：每10秒5点,,,,,,
SS_CombatAugment03,Combat Augment III,,,,,,,,,,战斗强化III,,,,,,
bkiComAug03,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +30%\nStamina: +30%\nHealth Regeneration: 10per 10 seconds\nStamina Regeneration: 5 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n生命：+30%\n耐力：+30%\n生命再生：每10秒10点\n耐力再生：每10秒5点,,,,,,
SS_CombatAugment04,Combat Augment IV,,,,,,,,,,战斗强化IV,,,,,,
bkiComAug04,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +50%\nStamina: +50%\nHealth Regeneration: 15 per 10 seconds\nStamina Regeneration: 10 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n生命：+50%\n耐力：+50%\n生命再生：每10秒15点\n耐力再生：每10秒10点,,,,,,
SS_StatusCombatAugment01,Combat Augment I,,,,,,,,,,战斗强化I,,,,,,
SS_StatusCombatAugment01info,You have a Combat Augment I applied.,,,,,,,,,,你已应用战斗强化I。,,,,,,
SS_StatusCombatAugment02,Combat Augment II,,,,,,,,,,战斗强化II,,,,,,
SS_StatusCombatAugment02info,You have a Combat Augment II applied.,,,,,,,,,,你已应用战斗强化II。,,,,,,
SS_StatusCombatAugment03,Combat Augment III,,,,,,,,,,战斗强化III,,,,,,
SS_StatusCombatAugment03info,You have a Combat Augment III applied.,,,,,,,,,,你已应用战斗强化III。,,,,,,
SS_StatusCombatAugment04,Combat Augment IV,,,,,,,,,,战斗强化IV,,,,,,
SS_StatusCombatAugment04info,You have a Combat Augment IV applied.,,,,,,,,,,你已应用战斗强化IV。,,,,,,
SS_ScoutAugment01,Scout Augment I,,,,,,,,,,侦察强化I,,,,,,
bkiScoutAug01,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nSpeed: +10%\nStamina: +10%\nStamina Regeneration: 5 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n速度：+10%\n耐力：+10%\n耐力再生：每10秒5点,,,,,,
SS_ScoutAugment02,Scout Augment II,,,,,,,,,,侦察强化II,,,,,,
bkiScoutAug02,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nSpeed: +20%\nStamina: +20%\nStamina Regeneration: 10 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n速度：+20%\n耐力：+20%\n耐力再生：每10秒10点,,,,,,
SS_ScoutAugment03,Scout Augment III,,,,,,,,,,侦察强化III,,,,,,
bkiScoutAug03,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nSpeed: +30%\nStamina: +30%\nStamina Regeneration: 15 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n速度：+30%\n耐力：+30%\n耐力再生：每10秒15点,,,,,,
SS_ScoutAugment04,Scout Augment IV,,,,,,,,,,侦察强化IV,,,,,,
bkiScoutAug04,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nSpeed: +50%\nStamina: +50%\n\nStamina Regeneration: 20 per 10 seconds,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n速度：+50%\n耐力：+50%\n\n耐力再生：每10秒20点,,,,,,
SS_StatusScoutAugment01,Scout Augment I,,,,,,,,,,侦察强化I,,,,,,
SS_StatusScoutAugment01info,You have a Scout Augment I applied.,,,,,,,,,,你已应用侦察强化I。,,,,,,
SS_StatusScoutAugment02,Scout Augment II,,,,,,,,,,侦察强化II,,,,,,
SS_StatusScoutAugment02info,You have a Scout Augment II applied.,,,,,,,,,,你已应用侦察强化II。,,,,,,
SS_StatusScoutAugment03,Scout Augment III,,,,,,,,,,侦察强化III,,,,,,
SS_StatusScoutAugment03info,You have a Scout Augment III applied.,,,,,,,,,,你已应用侦察强化III。,,,,,,
SS_StatusScoutAugment04,Scout Augment IV,,,,,,,,,,侦察强化IV,,,,,,
SS_StatusScoutAugment04info,You have a Scout Augment IV applied.,,,,,,,,,,你已应用侦察强化IV。,,,,,,
SS_MedicAugment01,Medical Augment I,,,,,,,,,,医疗强化I,,,,,,
bkiMedicAug01,"Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +25%\nHealth Regeneration: 1 per second\nPrevents the following Conditions: Open Wound, Dermal Burn, Indigestion, Poisonous Bite, Hangover, Bad Trip, and Stunned",,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n生命：+25%\n生命再生：每秒1点\n预防以下状况：外伤、皮肤烧伤、消化不良、毒咬伤、宿醉、幻觉迷茫、眩晕。,,,,,,
SS_MedicAugment02,Medical Augment II,,,,,,,,,,医疗强化II,,,,,,
bkiMedicAug02,"Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +50%\nHealth Regeneration: 2 per second\nPrevents the following Conditions: Open Wound, Infected Wound, Closed Fracture, Dermal Burn, Indigestion, Food Poisoning, Poisonous Bite, Hangover, Bad Trip, Stunned, Fever Attack, and Dermal Parasite.",,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n生命：+50%\n生命再生：每秒2点\n预防以下状况：外伤、感染伤口、闭合性骨折、皮肤烧伤、消化不良、食物中毒、毒咬伤、宿醉、幻觉迷茫、眩晕、发烧、皮肤寄生虫。,,,,,,
SS_MedicAugment03,Medical Augment III,,,,,,,,,,医疗强化III,,,,,,
bkiMedicAug03,"Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nHealth: +75%\nHealth Regeneration: 3 per second\nPrevents the following Conditions: Open Wound, Infected Wound, Sepsis, Closed Fracture, Opened Fracture, Dermal Burn, Indigestion, Food Poisoning, Intoxication, Poisonous Bite, Hangover, Bad Trip, Stunned, Fever Attack, Dermal Parasite, and Endo Parasite.",,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n生命：+75%\n生命再生：每秒3点\n预防以下状况：外伤、感染伤口、败血症、闭合性骨折、开放性骨折、皮肤烧伤、消化不良、食物中毒、中毒、毒咬伤、宿醉、幻觉迷茫、眩晕、发烧、皮肤寄生虫、内寄生虫。,,,,,,
SS_StatusMedicAugment01,Medic Augment I,,,,,,,,,,医疗强化I,,,,,,
SS_StatusMedicAugment01info,You have a Medic Augment I applied.,,,,,,,,,,你已应用医疗强化I。,,,,,,
SS_StatusMedicAugment02,Medic Augment II,,,,,,,,,,医疗强化II,,,,,,
SS_StatusMedicAugment02info,You have a Medic Augment II applied.,,,,,,,,,,你已应用医疗强化II。,,,,,,
SS_StatusMedicAugment03,Medic Augment III,,,,,,,,,,医疗强化III,,,,,,
SS_StatusMedicAugment03info,You have a Medic Augment III applied.,,,,,,,,,,你已应用医疗强化III。,,,,,,
SS_SurvivalAugment01,Survival Augment I,,,,,,,,,,生存强化I,,,,,,
bkiSurvivalAug01,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nFood: +25%\nFood Regeneration: 1 per 25 seconds\nRadiation Reduction: 0.1 per 30 seconds\nHealth Regeneration: 1 per 30 seconds\nMaintains a Neutral Body Temperature.,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n食物：+25%\n食物再生：每25秒1点\n辐射减少：每30秒0.1\n生命再生：每30秒1点\n保持中性体温。,,,,,,
SS_SurvivalAugment02,Survival Augment II,,,,,,,,,,生存强化II,,,,,,
bkiSurvivalAug02,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nFood: +50%\nFood Regeneration:2 per 25 seconds\nRadiation Reduction: 0.2 per 30 seconds\nHealth Regeneration: 2 per 30 seconds\nMaintains a Neutral Body Temperature.,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n食物：+50%\n食物再生：每25秒2点\n辐射减少：每30秒0.2\n生命再生：每30秒2点\n保持中性体温。,,,,,,
SS_SurvivalAugment03,Survival Augment III,,,,,,,,,,生存强化III,,,,,,
bkiSurvivalAug03,Shift RMB to apply augment.\nPermanently enhances your body until death or another augment is applied.\n\nFood: +75%\nFood Regeneration: 3 per 25 seconds\nRadiation Reduction: 0.3 per 30 seconds\nHealth Regeneration: 3 per 30 seconds\nMaintains a Neutral Body Temperature.,,,,,,,,,,按住右键并按键应用强化。\n永久强化身体，直至死亡或应用其他强化。\n\n食物：+75%\n食物再生：每25秒3点\n辐射减少：每30秒0.3\n生命再生：每30秒3点\n保持中性体温。,,,,,,
SS_StatusSurvivalAugment01,Survival Augment I,,,,,,,,,,生存强化I,,,,,,
SS_StatusSurvivalAugment01info,You have a Survival Augment I applied.,,,,,,,,,,你已应用生存强化I。,,,,,,
SS_StatusSurvivalAugment02,Survival Augment II,,,,,,,,,,生存强化II,,,,,,
SS_StatusSurvivalAugment02info,You have a Survival Augment II applied.,,,,,,,,,,你已应用生存强化II。,,,,,,
SS_StatusSurvivalAugment03,Survival Augment III,,,,,,,,,,生存强化III,,,,,,
SS_StatusSurvivalAugment03info,You have a Survival Augment III applied.,,,,,,,,,,你已应用生存强化III。,,,,,,
AssaultRifleT3,High Powered Assault Rifle,,,,,,,,,,高能突击步枪,,,,,,
bkiAssaultRifleT3,"This powerful assault rifle is nearly as powerful as any light ship weapon, being able to break through even the toughest materials.",,,,,,,,,,这把强大的突击步枪几乎与任何轻型飞船武器一样强大，能够穿透最坚硬的材料。,,,,,,
Breacher,Breaching Shotgun,,,,,,,,,,破门霰弹枪,,,,,,
bkiBreacher,This powerful shotgun is most useful for breaking down doors and blasting through walls.,,,,,,,,,,这把强大的霰弹枪最适合破门和炸穿墙壁。,,,,,,
BreacherAmmo,Breaching Shotgun Shell,,,,,,,,,,破门霰弹枪弹,,,,,,
IonLaserSS,Ion Laser,,,,,,,,,,离子激光器,,,,,,
bkiIonLaserSS,"A laser-based weapon that does less damage to physical objects than a Pulse Laser, but does a lot more damage to shields.",,,,,,,,,,一种基于激光的武器，对实体物体的伤害低于脉冲激光器，但对护盾的伤害高得多。,,,,,,
IonLaserChargeSS,Ls.IonCharge SV,,,,,,,,,,Ls.离子电荷 SV,,,,,,
mapSiliconResource,Space Trash,,,,,,,,,,太空垃圾,,,,,,
mapIronResource,Trash Pile,,,,,,,,,,垃圾堆,,,,,,
ATM2,Elite ATM,,,,,,,,,,精英级自动柜员机,,,,,,
bkiATM2,"This ATM can be used to deposit coins, load Elite Money Cards and unload Money Cards and Elite Money Cards.",,,,,,,,,,此自动柜员机可用于存入硬币、加载精英级货币卡，以及提取货币卡和精英级货币卡。,,,,,,
ATM3,Corporate ATM,,,,,,,,,,企业级自动柜员机,,,,,,
bkiATM3,"This ATM can be used to deposit coins, load Corporate Money Cards and unload Money Cards, Elite Money Cards, and Corporate Money Cards.",,,,,,,,,,此自动柜员机可用于存入硬币、加载企业级货币卡，以及提取货币卡、精英级货币卡和企业级货币卡。,,,,,,
ATM4,Executive ATM,,,,,,,,,,行政级自动柜员机,,,,,,
bkiATM4,"This ATM can be used to deposit coins, load Executive Money Cards and unload Money Cards, Elite Money Cards, Corporate Money Cards, and Executive Money Cards.",,,,,,,,,,此自动柜员机可用于存入硬币、加载行政级货币卡，以及提取货币卡、精英级货币卡、企业级货币卡和行政级货币卡。,,,,,,
bkiMoneyCard,"Standard Money Card that can be loaded with up to 50,000 Credits. Accepted by most Traders.  It can be depositied into a player's bank acount at any ATM.",,,,,,,,,,"标准货币卡，最多可充值50,000信用点。大多数商人接受。可在任意自动柜员机存入玩家的银行账户。",,,,,,
MoneyCard,Money Card,,,,,,,,,,货币卡,,,,,,
MoneyCard2,Elite Money Card,,,,,,,,,,精英级货币卡,,,,,,
bkiMoneyCard2,"This money card is used for high-value transactions by many corporations. It can be loaded with up to 250,000 Credits. This Money Card is not accepted by normal traders. It requires an Elite or better ATM to be deposited into a player's Bank.",,,,,,,,,,"此货币卡被许多公司用于高价值交易。最多可充值250,000信用点。普通商人不接受此货币卡。需要使用精英级或更高级自动柜员机存入玩家的银行。",,,,,,
MoneyCard3,Corporate Money Card,,,,,,,,,,企业级货币卡,,,,,,
bkiMoneyCard3,"This money card is used for high-value transactions by many companies and governments. It can be loaded with up to 500,000 Credits. This Money Card is not accepted by normal traders. It requires a Corporate or better ATM to be deposited into a player's Bank.",,,,,,,,,,"此货币卡被许多公司和政府用于高价值交易。最多可充值500,000信用点。普通商人不接受此货币卡。需要使用企业级或更高级自动柜员机存入玩家的银行。",,,,,,
MoneyCard4,Executive Money Card,,,,,,,,,,行政级货币卡,,,,,,
